15:33:56 [INFO] Batch: 20 NCAA D2 teams
15:33:56 [INFO] Fetching all D2 scoreboards for the season...
15:33:57 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/schedule-alt/basketball-men/d2/2026 "HTTP/1.1 200 OK"
15:33:57 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/schedule-alt/basketball-men/d2/2026 "200"
15:33:57 [INFO]   Found 113 game dates for d2
15:33:57 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/10/16 "HTTP/1.1 200 OK"
15:33:57 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/10/16 "200"
15:33:58 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/10/31 "HTTP/1.1 200 OK"
15:33:58 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/10/31 "200"
15:33:58 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/01 "HTTP/1.1 200 OK"
15:33:58 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/01 "200"
15:33:59 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/02 "HTTP/1.1 200 OK"
15:33:59 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/02 "200"
15:34:00 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/03 "HTTP/1.1 200 OK"
15:34:00 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/03 "200"
15:34:00 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/04 "HTTP/1.1 200 OK"
15:34:00 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/04 "200"
15:34:01 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/05 "HTTP/1.1 200 OK"
15:34:01 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/05 "200"
15:34:02 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/06 "HTTP/1.1 200 OK"
15:34:02 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/06 "200"
15:34:02 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/07 "HTTP/1.1 200 OK"
15:34:02 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/07 "200"
15:34:03 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/08 "HTTP/1.1 200 OK"
15:34:03 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/08 "200"
15:34:04 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/09 "HTTP/1.1 200 OK"
15:34:04 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/09 "200"
15:34:04 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/10 "HTTP/1.1 200 OK"
15:34:04 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/10 "200"
15:34:05 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/11 "HTTP/1.1 200 OK"
15:34:05 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/11 "200"
15:34:06 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/12 "HTTP/1.1 200 OK"
15:34:06 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/12 "200"
15:34:06 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/13 "HTTP/1.1 200 OK"
15:34:06 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/13 "200"
15:34:07 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/14 "HTTP/1.1 200 OK"
15:34:07 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/14 "200"
15:34:08 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/15 "HTTP/1.1 200 OK"
15:34:08 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/15 "200"
15:34:09 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/16 "HTTP/1.1 200 OK"
15:34:09 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/16 "200"
15:34:09 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/17 "HTTP/1.1 200 OK"
15:34:09 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/17 "200"
15:34:09 [INFO]   Fetching scoreboards: 20/113
15:34:10 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/18 "HTTP/1.1 200 OK"
15:34:10 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/18 "200"
15:34:11 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/19 "HTTP/1.1 200 OK"
15:34:11 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/19 "200"
15:34:12 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/20 "HTTP/1.1 200 OK"
15:34:12 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/20 "200"
15:34:13 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/21 "HTTP/1.1 200 OK"
15:34:13 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/21 "200"
15:34:13 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/22 "HTTP/1.1 200 OK"
15:34:13 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/22 "200"
15:34:14 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/23 "HTTP/1.1 200 OK"
15:34:14 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/23 "200"
15:34:15 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/24 "HTTP/1.1 200 OK"
15:34:15 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/24 "200"
15:34:16 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/25 "HTTP/1.1 200 OK"
15:34:16 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/25 "200"
15:34:16 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/26 "HTTP/1.1 200 OK"
15:34:16 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/26 "200"
15:34:17 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/28 "HTTP/1.1 200 OK"
15:34:17 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/28 "200"
15:34:18 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/29 "HTTP/1.1 200 OK"
15:34:18 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/29 "200"
15:34:18 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/30 "HTTP/1.1 200 OK"
15:34:18 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/11/30 "200"
15:34:19 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/01 "HTTP/1.1 200 OK"
15:34:19 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/01 "200"
15:34:20 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/02 "HTTP/1.1 200 OK"
15:34:20 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/02 "200"
15:34:20 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/03 "HTTP/1.1 200 OK"
15:34:20 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/03 "200"
15:34:22 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/04 "HTTP/1.1 200 OK"
15:34:22 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/04 "200"
15:34:22 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/05 "HTTP/1.1 200 OK"
15:34:22 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/05 "200"
15:34:23 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/06 "HTTP/1.1 200 OK"
15:34:23 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/06 "200"
15:34:24 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/07 "HTTP/1.1 200 OK"
15:34:24 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/07 "200"
15:34:25 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/08 "HTTP/1.1 200 OK"
15:34:25 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/08 "200"
15:34:25 [INFO]   Fetching scoreboards: 40/113
15:34:25 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/09 "HTTP/1.1 200 OK"
15:34:25 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/09 "200"
15:34:26 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/10 "HTTP/1.1 200 OK"
15:34:26 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/10 "200"
15:34:27 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/11 "HTTP/1.1 200 OK"
15:34:27 [INFO] HTTP Request: GET https://ncaa-api.henrygd.me/scoreboard/basketball-men/d2/2025/12/11 "200"
